"","區域名","里數","鄰數","戶數","人口數","男","女","年月","地區"
"1161","小港區","38","697","65255","156083","78007","78076","102.5","高雄市"
"1162","鳳山一","43","1113","68714","179128","87980","91148","102.5","高雄市"
"1163","鳳山二","35","1007","64171","172227","85739","86488","102.5","高雄市"
"1164","林園區","24","525","25095","70453","35980","34473","102.5","高雄市"
"1165","大寮區","25","747","39907","109937","56865","53072","102.5","高雄市"
"1166","大樹區","18","376","13169","43343","22389","20954","102.5","高雄市"
"1167","大社區","9","175","12155","33851","17337","16514","102.5","高雄市"
"1168","仁武區","16","389","28713","78137","40070","38067","102.5","高雄市"
"1169","鳥松區","7","192","17253","43640","22172","21468","102.5","高雄市"
"1170","岡山區","33","540","34111","97808","48789","49019","102.5","高雄市"
"1171","橋頭區","17","359","13032","36916","18836","18080","102.5","高雄市"
"1172","燕巢區","11","289","10238","30671","16310","14361","102.5","高雄市"
"1173","田寮區","10","154","3456","7800","4347","3453","102.5","高雄市"
"1174","阿蓮區","12","276","9329","29909","15099","14810","102.5","高雄市"
"1175","路竹區","20","395","16380","53111","27143","25968","102.5","高雄市"
"1176","湖內區","14","260","10080","29168","14995","14173","102.5","高雄市"
"1177","茄萣區","15","339","10324","30880","16036","14844","102.5","高雄市"
"1178","永安區","6","81","5830","14101","7134","6967","102.5","高雄市"
"1179","彌陀區","12","227","6682","19991","10382","9609","102.5","高雄市"
"1180","梓官區","15","286","12322","36416","18861","17555","102.5","高雄市"
"1181","旗山區","21","381","13897","38879","20152","18727","102.5","高雄市"
"1182","美濃區","19","389","14400","41976","21909","20067","102.5","高雄市"
"1183","六龜區","12","221","5708","14070","7609","6461","102.5","高雄市"
"1184","甲仙區","7","103","2383","6537","3473","3064","102.5","高雄市"
"1185","杉林區","7","138","4828","12618","6873","5745","102.5","高雄市"
"1186","內門區","18","207","5066","15426","8413","7013","102.5","高雄市"
"1187","茂林區","3","19","578","1814","918","896","102.5","高雄市"
"1188","桃源區","8","39","1345","4483","2364","2119","102.5","高雄市"
"1189","那瑪夏區","3","20","875","3157","1634","1523","102.5","高雄市"
"1190","高雄市","893","17682","1050752","2779092","1386830","1392262","102.6","高雄市"
"1191","鹽埕區","21","232","10975","26068","13016","13052","102.6","高雄市"
"1192","鼓山區","38","722","54299","134371","65327","69044","102.6","高雄市"
"1193","左營區","40","760","76005","195367","95380","99987","102.6","高雄市"
"1194","楠梓區","37","803","64378","176597","87366","89231","102.6","高雄市"
"1195","三民一","41","660","32980","83358","41348","42010","102.6","高雄市"
"1196","三民二","45","1084","100534","265845","128732","137113","102.6","高雄市"
"1197","新興區","32","456","22763","53512","25843","27669","102.6","高雄市"
"1198","前金區","20","263","12569","28177","13670","14507","102.6","高雄市"
"1199","苓雅區","69","1248","72163","178611","86559","92052","102.6","高雄市"
"1200","前鎮區","59","1298","77247","195196","96585","98611","102.6","高雄市"
"1201","旗津區","13","212","10951","29116","15074","14042","102.6","高雄市"
"1202","小港區","38","697","65356","156118","78016","78102","102.6","高雄市"
"1203","鳳山一","43","1113","68823","179257","88033","91224","102.6","高雄市"
"1204","鳳山二","35","1007","64268","172364","85798","86566","102.6","高雄市"
"1205","林園區","24","525","25105","70388","35945","34443","102.6","高雄市"
"1206","大寮區","25","747","39957","109955","56856","53099","102.6","高雄市"
"1207","大樹區","18","376","13171","43354","22390","20964","102.6","高雄市"
"1208","大社區","9","175","12169","33839","17342","16497","102.6","高雄市"
"1209","仁武區","16","389","28811","78321","40153","38168","102.6","高雄市"
"1210","鳥松區","7","192","17264","43665","22174","21491","102.6","高雄市"
"1211","岡山區","33","540","34142","97868","48812","49056","102.6","高雄市"
"1212","橋頭區","17","359","13045","36941","18852","18089","102.6","高雄市"
"1213","燕巢區","11","289","10250","30666","16311","14355","102.6","高雄市"
"1214","田寮區","10","154","3457","7794","4343","3451","102.6","高雄市"
"1215","阿蓮區","12","276","9333","29883","15082","14801","102.6","高雄市"
"1216","路竹區","20","395","16394","53103","27128","25975","102.6","高雄市"
"1217","湖內區","14","260","10090","29155","14995","14160","102.6","高雄市"
"1218","茄萣區","15","339","10336","30882","16054","14828","102.6","高雄市"
"1219","永安區","6","81","5824","14106","7126","6980","102.6","高雄市"
"1220","彌陀區","12","227","6688","19983","10374","9609","102.6","高雄市"
"1221","梓官區","15","286","12333","36424","18866","17558","102.6","高雄市"
"1222","旗山區","21","381","13899","38818","20133","18685","102.6","高雄市"
"1223","美濃區","19","389","14399","41950","21904","20046","102.6","高雄市"
"1224","六龜區","12","221","5702","14063","7601","6462","102.6","高雄市"
"1225","甲仙區","7","103","2382","6523","3467","3056","102.6","高雄市"
"1226","杉林區","7","138","4828","12600","6863","5737","102.6","高雄市"
"1227","內門區","18","207","5065","15414","8400","7014","102.6","高雄市"
"1228","茂林區","3","19","579","1815","920","895","102.6","高雄市"
"1229","桃源區","8","39","1343","4460","2351","2109","102.6","高雄市"
"1230","那瑪夏區","3","20","875","3165","1641","1524","102.6","高雄市"
"1231","高雄市","893","17682","1052035","2779416","1386731","1392685","102.7","高雄市"
"1232","鹽埕區","21","232","10975","26021","12984","13037","102.7","高雄市"
"1233","鼓山區","38","722","54408","134461","65351","69110","102.7","高雄市"
"1234","左營區","40","760","76091","195371","95365","100006","102.7","高雄市"
"1235","楠梓區","37","803","64544","176776","87467","89309","102.7","高雄市"
"1236","三民一","41","660","32990","83324","41347","41977","102.7","高雄市"
"1237","三民二","45","1084","100657","265750","128675","137075","102.7","高雄市"
"1238","新興區","32","456","22787","53471","25825","27646","102.7","高雄市"
"1239","前金區","20","263","12581","28194","13669","14525","102.7","高雄市"
"1240","苓雅區","69","1248","72154","178429","86456","91973","102.7","高雄市"
"1241","前鎮區","59","1298","77360","195259","96582","98677","102.7","高雄市"
"1242","旗津區","13","212","10951","29083","15056","14027","102.7","高雄市"
"1243","小港區","38","697","65388","156125","78022","78103","102.7","高雄市"
"1244","鳳山一","43","1113","68930","179308","88022","91286","102.7","高雄市"
"1245","鳳山二","35","1007","64380","172552","85889","86663","102.7","高雄市"
"1246","林園區","24","525","25123","70404","35941","34463","102.7","高雄市"
"1247","大寮區","25","747","40054","110037","56873","53164","102.7","高雄市"
"1248","大樹區","18","376","13188","43327","22372","20955","102.7","高雄市"
"1249","大社區","9","175","12204","33859","17354","16505","102.7","高雄市"
"1250","仁武區","16","389","28890","78485","40203","38282","102.7","高雄市"
"1251","鳥松區","7","192","17296","43716","22201","21515","102.7","高雄市"
"1252","岡山區","33","540","34183","97847","48814","49033","102.7","高雄市"
"1253","橋頭區","17","359","13066","36991","18865","18126","102.7","高雄市"
"1254","燕巢區","11","289","10252","30652","16308","14344","102.7","高雄市"
"1255","田寮區","10","154","3455","7787","4331","3456","102.7","高雄市"
"1256","阿蓮區","12","276","9343","29872","15069","14803","102.7","高雄市"
"1257","路竹區","20","395","16403","53072","27105","25967","102.7","高雄市"
"1258","湖內區","14","260","10085","29173","14996","14177","102.7","高雄市"
"1259","茄萣區","15","339","10351","30876","16041","14835","102.7","高雄市"
"1260","永安區","6","81","5827","14151","7147","7004","102.7","高雄市"
"1261","彌陀區","12","227","6684","19955","10348","9607","102.7","高雄市"
"1262","梓官區","15","286","12350","36422","18857","17565","102.7","高雄市"
"1263","旗山區","21","381","13891","38788","20116","18672","102.7","高雄市"
"1264","美濃區","19","389","14415","41915","21881","20034","102.7","高雄市"
"1265","六龜區","12","221","5695","14018","7572","6446","102.7","高雄市"
"1266","甲仙區","7","103","2386","6509","3463","3046","102.7","高雄市"
"1267","杉林區","7","138","4834","12606","6864","5742","102.7","高雄市"
"1268","內門區","18","207","5065","15404","8393","7011","102.7","高雄市"
"1269","茂林區","3","19","581","1817","919","898","102.7","高雄市"
"1270","桃源區","8","39","1344","4450","2346","2104","102.7","高雄市"
"1271","那瑪夏區","3","20","874","3159","1642","1517","102.7","高雄市"
"1272","高雄市","893","17682","1053515","2779448","1386529","1392919","102.8","高雄市"
"1273","鹽埕區","21","232","10999","26015","12977","13038","102.8","高雄市"
"1274","鼓山區","38","722","54559","134559","65373","69186","102.8","高雄市"
"1275","左營區","40","760","76198","195471","95387","100084","102.8","高雄市"
"1276","楠梓區","37","803","64676","176911","87547","89364","102.8","高雄市"
"1277","三民一","41","660","33000","83306","41337","41969","102.8","高雄市"
"1278","三民二","45","1084","100772","265529","128497","137032","102.8","高雄市"
"1279","新興區","32","456","22782","53319","25752","27567","102.8","高雄市"
"1280","前金區","20","263","12589","28157","13647","14510","102.8","高雄市"
"1281","苓雅區","69","1248","72247","178254","86376","91878","102.8","高雄市"
"1282","前鎮區","59","1298","77404","195202","96502","98700","102.8","高雄市"
"1283","旗津區","13","212","10944","29054","15049","14005","102.8","高雄市"
"1284","小港區","38","697","65423","156071","78002","78069","102.8","高雄市"
"1285","鳳山一","43","1113","69114","179394","88029","91365","102.8","高雄市"
"1286","鳳山二","35","1007","64506","172674","85938","86736","102.8","高雄市"
"1287","林園區","24","525","25141","70378","35908","34470","102.8","高雄市"
"1288","大寮區","25","747","40125","110176","56926","53250","102.8","高雄市"
"1289","大樹區","18","376","13209","43341","22371","20970","102.8","高雄市"
"1290","大社區","9","175","12247","33908","17375","16533","102.8","高雄市"
"1291","仁武區","16","389","29035","78672","40308","38364","102.8","高雄市"
"1292","鳥松區","7","192","17313","43767","22247","21520","102.8","高雄市"
"1293","岡山區","33","540","34227","97895","48839","49056","102.8","高雄市"
"1294","橋頭區","17","359","13084","36994","18876","18118","102.8","高雄市"
"1295","燕巢區","11","289","10246","30642","16308","14334","102.8","高雄市"
"1296","田寮區","10","154","3452","7772","4328","3444","102.8","高雄市"
"1297","阿蓮區","12","276","9358","29859","15062","14797","102.8","高雄市"
"1298","路竹區","20","395","16424","53076","27108","25968","102.8","高雄市"
"1299","湖內區","14","260","10117","29198","15012","14186","102.8","高雄市"
"1300","茄萣區","15","339","10348","30866","16026","14840","102.8","高雄市"
"1301","永安區","6","81","5829","14156","7143","7013","102.8","高雄市"
"1302","彌陀區","12","227","6688","19964","10354","9610","102.8","高雄市"
"1303","梓官區","15","286","12363","36406","18840","17566","102.8","高雄市"
"1304","旗山區","21","381","13900","38733","20090","18643","102.8","高雄市"
"1305","美濃區","19","389","14429","41861","21853","20008","102.8","高雄市"
"1306","六龜區","12","221","5693","13990","7559","6431","102.8","高雄市"
"1307","甲仙區","7","103","2383","6487","3453","3034","102.8","高雄市"
"1308","杉林區","7","138","4833","12602","6862","5740","102.8","高雄市"
"1309","內門區","18","207","5069","15396","8379","7017","102.8","高雄市"
"1310","茂林區","3","19","581","1817","919","898","102.8","高雄市"
"1311","桃源區","8","39","1338","4427","2336","2091","102.8","高雄市"
"1312","那瑪夏區","3","20","870","3149","1634","1515","102.8","高雄市"
"1313","高雄市","893","17682","1055340","2779246","1386293","1392953","102.9","高雄市"
